id,sender,sender_type,sender_id,timestamp,meta,,age,aud,condition,duration,ended_on,gender,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url,vis
,Stimulus,canvas.Screen,3_5_0_1,2022-03-01T10:32:06.792Z,,,,1,VA,100.00200000000041,timeout,,,,30094.399999976158,30091.943,29991.941,29994.100000023842,30008.608,30108.61,,white
,Reaction,canvas.Screen,3_5_0_2,2022-03-01T10:32:06.973Z,,,,1,VA,162.5899999880785,response,,stim_detected,keydown(Space),30275.899999976158,30271.19999998808,30091.943,30094.69999998808,30108.61,30291.947,,white
,Trial,flow.Sequence,3_5_0,2022-03-01T10:32:06.973Z,,,,1,VA,2162.6299999880794,completion,,,,30276.30000001192,30271.19999998808,28091.903,28094.5,28108.57,30291.947,,white
,Frame,canvas.Frame,3_5,2022-03-01T10:32:06.974Z,,,,1,VA,2167.730000011921,,,,,30276.399999976158,30276.30000001192,28091.903,28093.69999998808,28108.57,30291.947,,white
,Fixation,canvas.Screen,3_6_0_0,2022-03-01T10:32:09.192Z,,,,1,A,2216.7109999999993,timeout,,,,32494.30000001192,32491.991,30275.28,30277.80000001192,30291.947,32508.658,,grey
,Stimulus,canvas.Screen,3_6_0_1,2022-03-01T10:32:09.292Z,,,,1,A,100.00200000000041,timeout,,,,32594.399999976158,32591.993,32491.991,32494.5,32508.658,32608.66,,grey
,Reaction,canvas.Screen,3_6_0_2,2022-03-01T10:32:09.562Z,,,,1,A,251.440000023842,response,,stim_detected,keydown(Space),32865,32860.10000002384,32591.993,32594.5,32608.66,32891.999,,grey
,Trial,flow.Sequence,3_6_0,2022-03-01T10:32:09.563Z,,,,1,A,2568.1530000238417,completion,,,,32865.30000001192,32860.10000002384,30275.28,30277.69999998808,30291.947,32891.999,,grey
,Frame,canvas.Frame,3_6,2022-03-01T10:32:09.563Z,,,,1,A,2573.353000011921,,,,,32865.5,32865.30000001192,30275.28,30276.5,30291.947,32891.999,,grey
,Fixation,canvas.Screen,3_7_0_0,2022-03-01T10:32:11.457Z,,,,0,V,1883.3709999999992,timeout,,,,34759.80000001192,34758.703,32858.665,32866.69999998808,32891.999,34775.37,,white
,Stimulus,canvas.Screen,3_7_0_1,2022-03-01T10:32:11.559Z,,,,0,V,100.00200000000041,timeout,,,,34861.30000001192,34858.705,34758.703,34760,34775.37,34875.372,,white
,Reaction,canvas.Screen,3_7_0_2,2022-03-01T10:32:11.786Z,,,,0,V,208.72800002383883,response,,stim_detected,keydown(Space),35088.5,35084.10000002384,34858.705,34861.60000002384,34875.372,35092.043,,white
,Trial,flow.Sequence,3_7_0,2022-03-01T10:32:11.786Z,,,,0,V,2192.1010000238384,completion,,,,35088.89999997616,35084.10000002384,32858.665,32866.60000002384,32891.999,35092.043,,white
,Frame,canvas.Frame,3_7,2022-03-01T10:32:11.786Z,,,,0,V,2196.9009999761547,,,,,35089,35088.89999997616,32858.665,32865.60000002384,32891.999,35092.043,,white
,Fixation,canvas.Screen,3_8_0_0,2022-03-01T10:32:13.859Z,,,,0,V,2083.375,timeout,,,,37161.30000001192,37158.751,35075.376,35090.30000001192,35092.043,37175.418,,white
,Stimulus,canvas.Screen,3_8_0_1,2022-03-01T10:32:13.958Z,,,,0,V,100.00200000000041,timeout,,,,37261.10000002384,37258.753,37158.751,37161.5,37175.418,37275.42,,white
,Reaction,canvas.Screen,3_8_0_2,2022-03-01T10:32:14.186Z,,,,0,V,208.38000001192268,response,,stim_detected,keydown(Space),37488.39999997616,37483.80000001192,37258.753,37261.19999998808,37275.42,37492.091,,white
,Trial,flow.Sequence,3_8_0,2022-03-01T10:32:14.186Z,,,,0,V,2391.757000011923,completion,,,,37488.69999998808,37483.80000001192,35075.376,35090.19999998808,35092.043,37492.091,,white
,Frame,canvas.Frame,3_8,2022-03-01T10:32:14.186Z,,,,0,V,2396.757000011923,,,,,37488.89999997616,37488.80000001192,35075.376,35089.19999998808,35092.043,37492.091,,white
,Fixation,canvas.Screen,3_9_0_0,2022-03-01T10:32:15.674Z,,,,0,V,1500.0299999999988,timeout,,,,38977,38975.454,37475.424,37489.89999997616,37492.091,38992.121,,white
,Stimulus,canvas.Screen,3_9_0_1,2022-03-01T10:32:15.775Z,,,,0,V,100.00200000000041,timeout,,,,39077.89999997616,39075.456,38975.454,38977.19999998808,38992.121,39092.123,,white
,Reaction,canvas.Screen,3_9_0_2,2022-03-01T10:32:15.992Z,,,,0,V,197.57699998807948,response,,stim_detected,keydown(Space),39294.39999997616,39289.69999998808,39075.456,39078.10000002384,39092.123,39308.794,,white
,Trial,flow.Sequence,3_9_0,2022-03-01T10:32:15.992Z,,,,0,V,1797.6089999880787,completion,,,,39294.69999998808,39289.69999998808,37475.424,37489.80000001192,37492.091,39308.794,,white
,Frame,canvas.Frame,3_9,2022-03-01T10:32:15.992Z,,,,0,V,1802.6089999880787,,,,,39294.80000001192,39294.69999998808,37475.424,37489,37492.091,39308.794,,white
,Fixation,canvas.Screen,3_10_0_0,2022-03-01T10:32:18.157Z,,,,0,V,2166.709999999999,timeout,,,,41459.80000001192,41458.837,39292.127,39295.89999997616,39308.794,41475.504,,white
,Stimulus,canvas.Screen,3_10_0_1,2022-03-01T10:32:18.259Z,,,,0,V,100.00200000000041,timeout,,,,41561.5,41558.839,41458.837,41460,41475.504,41575.506,,white
,Reaction,canvas.Screen,3_10_0_2,2022-03-01T10:32:18.456Z,,,,0,V,178.09400002384064,response,,stim_detected,keydown(Space),41758.5,41753.60000002384,41558.839,41561.69999998808,41575.506,41792.177,,white
,Trial,flow.Sequence,3_10_0,2022-03-01T10:32:18.456Z,,,,0,V,2444.80600002384,completion,,,,41758.69999998808,41753.60000002384,39292.127,39295.89999997616,39308.794,41792.177,,white
,Frame,canvas.Frame,3_10,2022-03-01T10:32:18.456Z,,,,0,V,2450.0060000119192,,,,,41758.89999997616,41758.80000001192,39292.127,39295,39308.794,41792.177,,white
,Fixation,canvas.Screen,3_11_0_0,2022-03-01T10:32:20.092Z,,,,1,A,1616.6989999999932,timeout,,,,43394.60000002384,43392.209,41758.843,41760.10000002384,41792.177,43408.876,,grey
,Stimulus,canvas.Screen,3_11_0_1,2022-03-01T10:32:20.192Z,,,,1,A,100.00200000000041,timeout,,,,43494.19999998808,43492.211,43392.209,43394.80000001192,43408.876,43508.878,,grey
,Reaction,canvas.Screen,3_11_0_2,2022-03-01T10:32:20.459Z,,,,1,A,247.8219999880821,response,,stim_detected,keydown(Space),43761.60000002384,43756.69999998808,43492.211,43494.5,43508.878,43775.55,,grey
,Trial,flow.Sequence,3_11_0,2022-03-01T10:32:20.460Z,,,,1,A,1964.5229999880758,completion,,,,43761.89999997616,43756.69999998808,41758.843,41760,41792.177,43775.55,,grey
,Frame,canvas.Frame,3_11,2022-03-01T10:32:20.460Z,,,,1,A,1969.8229999999967,,,,,43762.19999998808,43762,41758.843,41759.10000002384,41792.177,43775.55,,grey
,Fixation,canvas.Screen,3_12_0_0,2022-03-01T10:32:22.175Z,,,,1,A,1716.7009999999937,timeout,,,,45477,45475.584,43758.883,43763.30000001192,43775.55,45492.251,,grey
,Stimulus,canvas.Screen,3_12_0_1,2022-03-01T10:32:22.275Z,,,,1,A,100.00200000000041,timeout,,,,45577.80000001192,45575.586,45475.584,45477.10000002384,45492.251,45592.253,,grey
,Reaction,canvas.Screen,3_12_0_2,2022-03-01T10:32:22.510Z,,,,1,A,215.24700000000303,response,,stim_detected,keydown(Space),45811.89999997616,45807.5,45575.586,45578,45592.253,45825.591,,grey
,Trial,flow.Sequence,3_12_0,2022-03-01T10:32:22.510Z,,,,1,A,2031.949999999997,completion,,,,45812.19999998808,45807.5,43758.883,43763.10000002384,43775.55,45825.591,,grey
,Frame,canvas.Frame,3_12,2022-03-01T10:32:22.510Z,,,,1,A,2036.750000011918,,,,,45812.39999997616,45812.30000001192,43758.883,43762.19999998808,43775.55,45825.591,,grey
,Fixation,canvas.Screen,3_13_0_0,2022-03-01T10:32:24.158Z,,,,0,V,1650.033000000003,timeout,,,,47460.69999998808,47458.957,45808.924,45813.39999997616,45825.591,47475.624,,white
,Stimulus,canvas.Screen,3_13_0_1,2022-03-01T10:32:24.259Z,,,,0,V,100.00199999999313,timeout,,,,47560.80000001192,47558.959,47458.957,47460.89999997616,47475.624,47575.626,,white
,Reaction,canvas.Screen,3_13_0_2,2022-03-01T10:32:24.503Z,,,,0,V,225.67400001192436,response,,stim_detected,keydown(Space),47805.60000002384,47801.30000001192,47558.959,47561,47575.626,47808.964,,white
,Trial,flow.Sequence,3_13_0,2022-03-01T10:32:24.504Z,,,,0,V,1975.7090000119206,completion,,,,47805.89999997616,47801.30000001192,45808.924,45813.30000001192,45825.591,47808.964,,white
,Frame,canvas.Frame,3_13,2022-03-01T10:32:24.504Z,,,,0,V,1980.4089999999997,,,,,47806.10000002384,47806,45808.924,45812.5,45825.591,47808.964,,white
,Fixation,canvas.Screen,3_14_0_0,2022-03-01T10:32:26.742Z,,,,0,V,2250.0449999999983,timeout,,,,50044.39999997616,50042.342,47792.297,47807.60000002384,47808.964,50059.009,,white
,Stimulus,canvas.Screen,3_14_0_1,2022-03-01T10:32:26.842Z,,,,0,V,100.00200000000041,timeout,,,,50144.10000002384,50142.344,50042.342,50044.60000002384,50059.009,50159.011,,white
,Reaction,canvas.Screen,3_14_0_2,2022-03-01T10:32:27.032Z,,,,0,V,171.08900002384325,response,,stim_detected,keydown(Space),50334.60000002384,50330.10000002384,50142.344,50144.30000001192,50159.011,50342.348,,white
,Trial,flow.Sequence,3_14_0,2022-03-01T10:32:27.033Z,,,,0,V,2521.136000023842,completion,,,,50334.80000001192,50330.10000002384,47792.297,47807.5,47808.964,50342.348,,white
,Frame,canvas.Frame,3_14,2022-03-01T10:32:27.033Z,,,,0,V,2526.036,,,,,50335,50335,47792.297,47806.19999998808,47808.964,50342.348,,white
,Fixation,canvas.Screen,3_15_0_0,2022-03-01T10:32:29.409Z,,,,1,VA,2383.381000000001,timeout,,,,52711.60000002384,52709.062,50325.681,50336.10000002384,50342.348,52725.729,,white
,Stimulus,canvas.Screen,3_15_0_1,2022-03-01T10:32:29.509Z,,,,1,VA,100.00200000000041,timeout,,,,52811.19999998808,52809.064,52709.062,52711.89999997616,52725.729,52825.731,,white
,Reaction,canvas.Screen,3_15_0_2,2022-03-01T10:32:29.667Z,,,,1,VA,139.26900000000023,response,,stim_detected,keydown(Space),52969.60000002384,52965,52809.064,52811.39999997616,52825.731,52975.734,,white
,Trial,flow.Sequence,3_15_0,2022-03-01T10:32:29.668Z,,,,1,VA,2622.652000000002,completion,,,,52969.80000001192,52965,50325.681,50336,50342.348,52975.734,,white
,Frame,canvas.Frame,3_15,2022-03-01T10:32:29.668Z,,,,1,VA,2627.55199997616,,,,,52970.10000002384,52969.89999997616,50325.681,50335.10000002384,50342.348,52975.734,,white
,Fixation,canvas.Screen,3_16_0_0,2022-03-01T10:32:31.608Z,,,,1,A,1950.0390000000043,timeout,,,,54909.69999998808,54909.106,52959.067,52971.10000002384,52975.734,54925.773,,grey
,Stimulus,canvas.Screen,3_16_0_1,2022-03-01T10:32:31.708Z,,,,1,A,100.00200000000041,timeout,,,,55010.39999997616,55009.108,54909.106,54909.80000001192,54925.773,55025.775,,grey
,Reaction,canvas.Screen,3_16_0_2,2022-03-01T10:32:31.882Z,,,,1,A,155.02500001191947,response,,stim_detected,keydown(Space),55184.19999998808,55180.80000001192,55009.108,55010.69999998808,55025.775,55192.445,,grey
,Trial,flow.Sequence,3_16_0,2022-03-01T10:32:31.882Z,,,,1,A,2205.066000011924,completion,,,,55184.39999997616,55180.80000001192,52959.067,52971.10000002384,52975.734,55192.445,,grey
,Frame,canvas.Frame,3_16,2022-03-01T10:32:31.882Z,,,,1,A,2208.6659999761614,,,,,55184.60000002384,55184.39999997616,52959.067,52970.19999998808,52975.734,55192.445,,grey
,Fixation,canvas.Screen,3_17_0_0,2022-03-01T10:32:33.859Z,,,,1,A,1983.3729999999996,timeout,,,,57161.39999997616,57159.151,55175.778,55185.19999998808,55192.445,57175.818,,grey
,Stimulus,canvas.Screen,3_17_0_1,2022-03-01T10:32:33.959Z,,,,1,A,100.00200000000041,timeout,,,,57261.19999998808,57259.153,57159.151,57161.60000002384,57175.818,57275.82,,grey
,Reaction,canvas.Screen,3_17_0_2,2022-03-01T10:32:34.187Z,,,,1,A,208.98000001192122,response,,stim_detected,keydown(Space),57489,57484.80000001192,57259.153,57261.30000001192,57275.82,57492.491,,grey
,Trial,flow.Sequence,3_17_0,2022-03-01T10:32:34.188Z,,,,1,A,2292.355000011921,completion,,,,57489.60000002384,57484.80000001192,55175.778,55185.10000002384,55192.445,57492.491,,grey
,Frame,canvas.Frame,3_17,2022-03-01T10:32:34.188Z,,,,1,A,2297.155000023842,,,,,57489.80000001192,57489.60000002384,55175.778,55184.60000002384,55192.445,57492.491,,grey
,Fixation,canvas.Screen,3_18_0_0,2022-03-01T10:32:35.976Z,,,,1,A,1800.036,timeout,,,,59278.19999998808,59275.86,57475.824,57490.80000001192,57492.491,59292.527,,grey
,Stimulus,canvas.Screen,3_18_0_1,2022-03-01T10:32:36.076Z,,,,1,A,100.00200000000041,timeout,,,,59378.30000001192,59375.862,59275.86,59278.39999997616,59292.527,59392.529,,grey
,Reaction,canvas.Screen,3_18_0_2,2022-03-01T10:32:36.315Z,,,,1,A,219.97099999999773,response,,stim_detected,keydown(Space),59616.89999997616,59612.5,59375.862,59378.39999997616,59392.529,59625.867,,grey
,Trial,flow.Sequence,3_18_0,2022-03-01T10:32:36.315Z,,,,1,A,2120.008999999998,completion,,,,59617.30000001192,59612.5,57475.824,57490.80000001192,57492.491,59625.867,,grey
,Frame,canvas.Frame,3_18,2022-03-01T10:32:36.316Z,,,,1,A,2124.809000011919,,,,,59617.5,59617.30000001192,57475.824,57489.89999997616,57492.491,59625.867,,grey
,Fixation,canvas.Screen,3_19_0_0,2022-03-01T10:32:38.327Z,,,,0,V,2016.7070000000022,timeout,,,,61628.39999997616,61625.907,59609.2,59618.60000002384,59625.867,61642.574,,white
,Stimulus,canvas.Screen,3_19_0_1,2022-03-01T10:32:38.426Z,,,,0,V,100.00200000000041,timeout,,,,61727.89999997616,61725.909,61625.907,61628.69999998808,61642.574,61742.576,,white
,Reaction,canvas.Screen,3_19_0_2,2022-03-01T10:32:38.682Z,,,,0,V,236.92399999999907,response,,stim_detected,keydown(Space),61984,61979.5,61725.909,61728.10000002384,61742.576,61992.581,,white
,Trial,flow.Sequence,3_19_0,2022-03-01T10:32:38.682Z,,,,0,V,2353.6330000000016,completion,,,,61984.30000001192,61979.5,59609.2,59618.5,59625.867,61992.581,,white
,Frame,canvas.Frame,3_19,2022-03-01T10:32:38.683Z,,,,0,V,2358.5329999761598,,,,,61984.60000002384,61984.39999997616,59609.2,59617.60000002384,59625.867,61992.581,,white
,Fixation,canvas.Screen,3_20_0_0,2022-03-01T10:32:41.125Z,,,,0,V,2450.048999999999,timeout,,,,64427.19999998808,64425.963,61975.914,61985.60000002384,61992.581,64442.63,,white
,Stimulus,canvas.Screen,3_20_0_1,2022-03-01T10:32:41.227Z,,,,0,V,100.00200000000041,timeout,,,,64528.39999997616,64525.965,64425.963,64427.39999997616,64442.63,64542.632,,white
,Reaction,canvas.Screen,3_20_0_2,2022-03-01T10:32:42.727Z,,,,0,V,1500.0299999999988,timeout,,,,66028.39999997616,66025.995,64525.965,64528.60000002384,64542.632,66042.662,,white
,Trial,flow.Sequence,3_20_0,2022-03-01T10:32:42.727Z,,,,0,V,4033.413999999997,completion,,,,66028.60000002384,66025.995,61975.914,61985.5,61992.581,66042.662,,white
,Frame,canvas.Frame,3_20,2022-03-01T10:32:42.727Z,,,,0,V,4036.2190000119226,,,,,66028.80000001192,66028.80000001192,61975.914,61984.69999998808,61992.581,66059.329,,white
,Fixation,canvas.Screen,3_21_0_0,2022-03-01T10:32:44.376Z,,,,1,VA,1633.366000000009,timeout,,,,67677.89999997616,67676.028,66042.662,66029.69999998808,66059.329,67692.695,,white
,Stimulus,canvas.Screen,3_21_0_1,2022-03-01T10:32:44.477Z,,,,1,VA,100.00199999999313,timeout,,,,67778.69999998808,67776.03,67676.028,67678.19999998808,67692.695,67792.697,,white
,Reaction,canvas.Screen,3_21_0_2,2022-03-01T10:32:44.675Z,,,,1,VA,179.50299998807895,response,,stim_detected,keydown(Space),67977,67972.19999998808,67776.03,67778.89999997616,67792.697,67992.701,,white
,Trial,flow.Sequence,3_21_0,2022-03-01T10:32:44.676Z,,,,1,VA,1912.8709999880812,completion,,,,67977.30000001192,67972.19999998808,66042.662,66029.69999998808,66059.329,67992.701,,white
,Frame,canvas.Frame,3_21,2022-03-01T10:32:44.676Z,,,,1,VA,1918.0709999761602,,,,,67977.5,67977.39999997616,66042.662,66028.89999997616,66059.329,67992.701,,white
,Fixation,canvas.Screen,3_22_0_0,2022-03-01T10:32:46.626Z,,,,0,V,1950.0390000000043,timeout,,,,69927.60000002384,69926.073,67976.034,67978.60000002384,67992.701,69942.74,,white
,Stimulus,canvas.Screen,3_22_0_1,2022-03-01T10:32:46.727Z,,,,0,V,100.00199999999313,timeout,,,,70028.39999997616,70026.075,69926.073,69927.80000001192,69942.74,70042.742,,white
,Reaction,canvas.Screen,3_22_0_2,2022-03-01T10:32:46.943Z,,,,0,V,197.25800000000163,response,,stim_detected,keydown(Space),70244.39999997616,70240,70026.075,70028.69999998808,70042.742,70259.413,,white
,Trial,flow.Sequence,3_22_0,2022-03-01T10:32:46.943Z,,,,0,V,2247.298999999999,completion,,,,70244.60000002384,70240,67976.034,67978.5,67992.701,70259.413,,white
,Frame,canvas.Frame,3_22,2022-03-01T10:32:46.943Z,,,,0,V,2252.09900001192,,,,,70244.89999997616,70244.80000001192,67976.034,67977.69999998808,67992.701,70259.413,,white
,Fixation,canvas.Screen,3_23_0_0,2022-03-01T10:32:49.393Z,,,,1,VA,2450.048999999999,timeout,,,,72695,72692.795,70242.746,70245.89999997616,70259.413,72709.462,,white
,Stimulus,canvas.Screen,3_23_0_1,2022-03-01T10:32:49.493Z,,,,1,VA,100.00200000000768,timeout,,,,72794.69999998808,72792.797,72692.795,72695.19999998808,72709.462,72809.464,,white
,Reaction,canvas.Screen,3_23_0_2,2022-03-01T10:32:49.709Z,,,,1,VA,197.3360000119137,response,,stim_detected,keydown(Space),73011,73006.80000001192,72792.797,72794.89999997616,72809.464,73026.135,,white
,Trial,flow.Sequence,3_23_0,2022-03-01T10:32:49.710Z,,,,1,VA,2747.3870000119205,completion,,,,73011.30000001192,73006.80000001192,70242.746,70245.80000001192,70259.413,73026.135,,white
,Frame,canvas.Frame,3_23,2022-03-01T10:32:49.710Z,,,,1,VA,2751.8870000119205,,,,,73011.39999997616,73011.30000001192,70242.746,70245,70259.413,73026.135,,white
,Fixation,canvas.Screen,3_24_0_0,2022-03-01T10:32:51.276Z,,,,1,VA,1566.698000000004,timeout,,,,74577.39999997616,74576.166,73009.468,73012.69999998808,73026.135,74592.833,,white
,Stimulus,canvas.Screen,3_24_0_1,2022-03-01T10:32:51.377Z,,,,1,VA,100.00200000000768,timeout,,,,74678.39999997616,74676.168,74576.166,74577.69999998808,74592.833,74692.835,,white
,Reaction,canvas.Screen,3_24_0_2,2022-03-01T10:32:51.565Z,,,,1,VA,168.86499998807267,response,,stim_detected,keydown(Space),74866.10000002384,74861.69999998808,74676.168,74678.60000002384,74692.835,74876.172,,white
,Trial,flow.Sequence,3_24_0,2022-03-01T10:32:51.565Z,,,,1,VA,1835.5649999880843,completion,,,,74866.5,74861.69999998808,73009.468,73012.69999998808,73026.135,74876.172,,white
,Frame,canvas.Frame,3_24,2022-03-01T10:32:51.565Z,,,,1,VA,1840.3650000000052,,,,,74866.69999998808,74866.5,73009.468,73011.60000002384,73026.135,74876.172,,white
,Fixation,canvas.Screen,3_25_0_0,2022-03-01T10:32:53.760Z,,,,0,V,2200.0439999999944,timeout,,,,77061.69999998808,77059.549,74859.505,74867.69999998808,74876.172,77076.216,,white
,Stimulus,canvas.Screen,3_25_0_1,2022-03-01T10:32:53.860Z,,,,0,V,100.00199999999313,timeout,,,,77161.69999998808,77159.551,77059.549,77062,77076.216,77176.218,,white
,Reaction,canvas.Screen,3_25_0_2,2022-03-01T10:32:54.074Z,,,,0,V,194.4819999880856,response,,stim_detected,keydown(Space),77375.60000002384,77370.69999998808,77159.551,77162,77176.218,77392.889,,white
,Trial,flow.Sequence,3_25_0,2022-03-01T10:32:54.074Z,,,,0,V,2494.527999988073,completion,,,,77375.89999997616,77370.69999998808,74859.505,74867.60000002384,74876.172,77392.889,,white
,Frame,canvas.Frame,3_25,2022-03-01T10:32:54.075Z,,,,0,V,2499.727999976152,,,,,77376,77375.89999997616,74859.505,74866.69999998808,74876.172,77392.889,,white
,Fixation,canvas.Screen,3_26_0_0,2022-03-01T10:32:56.077Z,,,,0,V,2000.0400000000081,timeout,,,,79378,79376.262,77376.222,77377.10000002384,77392.889,79392.929,,white
,Stimulus,canvas.Screen,3_26_0_1,2022-03-01T10:32:56.177Z,,,,0,V,100.00199999999313,timeout,,,,79478.5,79476.264,79376.262,79378.19999998808,79392.929,79492.931,,white
