id,sender,sender_type,sender_id,timestamp,meta,,age,aud,condition,duration,ended_on,gender,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url,vis
Uzi Tenenbaum,Hello,html.Page,0,2022-03-01T10:24:00.303Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36"",""platform"":""MacIntel"",""language"":""de-DE"",""locale"":""de"",""timeZone"":""Europe/Berlin"",""timezoneOffset"":-60,""screen_width"":1440,""screen_height"":900,""scroll_width"":1440,""scroll_height"":708,""window_innerWidth"":1440,""window_innerHeight"":756,""devicePixelRatio"":1}",,11,,,11059.337,form submission,male,,,12240.100000023842,12239.5,1163.496,1155.300000011921,1180.163,12230.384,{},
,Instructions,html.Page,1,2022-03-01T10:24:00.937Z,,,,,,643.0159999761581,form submission,,,,12874.300000011921,12873.399999976158,12213.717,12240.899999976158,12230.384,12880.397,,
,Change Background,canvas.Screen,2,2022-03-01T10:24:03.929Z,,,,,,3000.0599999999995,timeout,,,,15866.199999988079,15863.79,12863.73,12874.600000023842,12880.397,15880.457,,
,Fixation,canvas.Screen,3_0_0_0,2022-03-01T10:24:06.095Z,,,,1,A,2166.710000000001,timeout,,,,18032.899999976158,18030.5,15863.79,15867.699999988079,15880.457,18047.167,,grey
,Stimulus,canvas.Screen,3_0_0_1,2022-03-01T10:24:06.196Z,,,,1,A,100.00200000000041,timeout,,,,18133.69999998808,18130.502,18030.5,18033.100000023842,18047.167,18147.169,,grey
,Reaction,canvas.Screen,3_0_0_2,2022-03-01T10:24:07.696Z,,,,1,A,1500.0299999999988,timeout,,,,19633,19630.532,18130.502,18133.899999976158,18147.169,19647.199,,grey
,Trial,flow.Sequence,3_0_0,2022-03-01T10:24:07.712Z,,,,1,A,3750.074999999999,completion,,,,19649.69999998808,19630.532,15863.79,15867.600000023842,15880.457,19647.199,,grey
,Frame,canvas.Frame,3_0,2022-03-01T10:24:07.713Z,,,,1,A,3769.3430000119206,,,,,19650,19649.80000001192,15863.79,15866.600000023842,15880.457,19663.866,,grey
,Fixation,canvas.Screen,3_1_0_0,2022-03-01T10:24:10.161Z,,,,0,V,2450.048999999999,timeout,,,,22098.600000023842,22097.248,19647.199,19650.5,19663.866,22113.915,,white
,Stimulus,canvas.Screen,3_1_0_1,2022-03-01T10:24:10.263Z,,,,0,V,100.00200000000041,timeout,,,,22199.899999976158,22197.25,22097.248,22099.19999998808,22113.915,22213.917,,white
,Reaction,canvas.Screen,3_1_0_2,2022-03-01T10:24:10.567Z,,,,0,V,271.2829999880778,response,,stim_detected,keydown(Space),22504.30000001192,22485.19999998808,22197.25,22200.100000023842,22213.917,22513.923,,white
,Trial,flow.Sequence,3_1_0,2022-03-01T10:24:10.567Z,,,,0,V,2821.3339999880773,completion,,,,22504.600000023842,22485.19999998808,19647.199,19650.5,19663.866,22513.923,,white
,Frame,canvas.Frame,3_1,2022-03-01T10:24:10.568Z,,,,0,V,2840.8339999880773,,,,,22504.80000001192,22504.69999998808,19647.199,19650.100000023842,19663.866,22513.923,,white
,Fixation,canvas.Screen,3_2_0_0,2022-03-01T10:24:13.029Z,,,,1,VA,2466.7160000000003,timeout,,,,24966.100000023842,24963.972,22497.256,22505.5,22513.923,24980.639,,white
,Stimulus,canvas.Screen,3_2_0_1,2022-03-01T10:24:13.130Z,,,,1,VA,100.00200000000041,timeout,,,,25066.80000001192,25063.974,24963.972,24966.30000001192,24980.639,25080.641,,white
,Reaction,canvas.Screen,3_2_0_2,2022-03-01T10:24:13.372Z,,,,1,VA,224.45900002384224,response,,stim_detected,keydown(Space),25309.600000023842,25305.100000023842,25063.974,25067.100000023842,25080.641,25363.98,,white
,Trial,flow.Sequence,3_2_0,2022-03-01T10:24:13.374Z,,,,1,VA,2791.177000023843,completion,,,,25310.899999976158,25305.100000023842,22497.256,22505.399999976158,22513.923,25363.98,,white
,Frame,canvas.Frame,3_2,2022-03-01T10:24:13.374Z,,,,1,VA,2797.177000023843,,,,,25311.30000001192,25311.100000023842,22497.256,22504.899999976158,22513.923,25363.98,,white
,Fixation,canvas.Screen,3_3_0_0,2022-03-01T10:24:15.146Z,,,,1,A,1733.3680000000022,timeout,,,,27083,27080.681,25347.313,25312.399999976158,25363.98,27097.348,,grey
,Stimulus,canvas.Screen,3_3_0_1,2022-03-01T10:24:15.246Z,,,,1,A,100.00199999999677,timeout,,,,27183.5,27180.683,27080.681,27083.19999998808,27097.348,27197.35,,grey
,Reaction,canvas.Screen,3_3_0_2,2022-03-01T10:24:15.534Z,,,,1,A,269.65000000000146,response,,stim_detected,keydown(Space),27471.5,27467,27180.683,27183.80000001192,27197.35,27480.689,,grey
,Trial,flow.Sequence,3_3_0,2022-03-01T10:24:15.535Z,,,,1,A,2103.0200000000004,completion,,,,27471.899999976158,27467,25347.313,25312.30000001192,25363.98,27480.689,,grey
,Frame,canvas.Frame,3_3,2022-03-01T10:24:15.535Z,,,,1,A,2107.9199999761586,,,,,27472.100000023842,27471.899999976158,25347.313,25311.399999976158,25363.98,27480.689,,grey
,Fixation,canvas.Screen,3_4_0_0,2022-03-01T10:24:17.563Z,,,,1,VA,2033.3739999999998,timeout,,,,29499.80000001192,29497.396,27464.022,27473.30000001192,27480.689,29514.063,,white
,Stimulus,canvas.Screen,3_4_0_1,2022-03-01T10:24:17.663Z,,,,1,VA,100.00200000000041,timeout,,,,29599.899999976158,29597.398,29497.396,29500.100000023842,29514.063,29614.065,,white
,Reaction,canvas.Screen,3_4_0_2,2022-03-01T10:24:19.161Z,,,,1,VA,1500.0300000000025,timeout,,,,31098.5,31097.428,29597.398,29600,29614.065,31114.095,,white
