id,sender,sender_type,sender_id,timestamp,meta,,age,aud,condition,duration,ended_on,gender,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url,vis
Henry Sherman,Hello,html.Page,0,2022-03-01T09:48:30.857Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36"",""platform"":""MacIntel"",""language"":""de-DE"",""locale"":""de"",""timeZone"":""Europe/Berlin"",""timezoneOffset"":-60,""screen_width"":1440,""screen_height"":900,""scroll_width"":1440,""scroll_height"":708,""window_innerWidth"":1440,""window_innerHeight"":756,""devicePixelRatio"":1}",,70,,,9658.409,form submission,male,,,10657.600000023842,10657,965.257,948.8000000119209,998.591,10648.784,{},
,Instructions,html.Page,1,2022-03-01T09:48:31.572Z,,,,,,722.8160000238422,form submission,,,,11372.100000023842,11371.600000023842,10632.117,10657.899999976158,10648.784,11415.466,,
,Change Background,canvas.Screen,2,2022-03-01T09:48:34.601Z,,,,,,3000.0599999999995,timeout,,,,14401.300000011921,14398.859,11365.465,11372.300000011921,11415.466,14415.526,,
,Fixation,canvas.Screen,3_0_0_0,2022-03-01T09:48:36.701Z,,,,1,VA,2100.0419999999995,timeout,,,,16501.80000001192,16498.901,14398.859,14402.800000011921,14415.526,16515.568,,white
,Stimulus,canvas.Screen,3_0_0_1,2022-03-01T09:48:36.801Z,,,,1,VA,100.00200000000041,timeout,,,,16601,16598.903,16498.901,16502.19999998808,16515.568,16615.57,,white
,Reaction,canvas.Screen,3_0_0_2,2022-03-01T09:48:37.030Z,,,,1,VA,209.62999998807936,response,,stim_detected,keydown(Space),16830.30000001192,16825.19999998808,16598.903,16601.30000001192,16615.57,16832.241,,white
,Trial,flow.Sequence,3_0_0,2022-03-01T09:48:37.030Z,,,,1,VA,2409.6739999880792,completion,,,,16830.69999998808,16825.19999998808,14398.859,14402.800000011921,14415.526,16832.241,,white
,Frame,canvas.Frame,3_0,2022-03-01T09:48:37.031Z,,,,1,VA,2415.3739999761583,,,,,16831.100000023842,16830.899999976158,14398.859,14401.699999988079,14415.526,16832.241,,white
,Fixation,canvas.Screen,3_1_0_0,2022-03-01T09:48:38.918Z,,,,1,VA,1900.0379999999968,timeout,,,,18717.899999976158,18715.612,16815.574,16832.19999998808,16832.241,18732.279,,white
,Stimulus,canvas.Screen,3_1_0_1,2022-03-01T09:48:39.018Z,,,,1,VA,100.00200000000041,timeout,,,,18818.19999998808,18815.614,18715.612,18719.80000001192,18732.279,18832.281,,white
,Reaction,canvas.Screen,3_1_0_2,2022-03-01T09:48:39.272Z,,,,1,VA,235.31900002384282,response,,stim_detected,keydown(Space),19072.19999998808,19067.600000023842,18815.614,18818.600000023842,18832.281,19082.286,,white
,Trial,flow.Sequence,3_1_0,2022-03-01T09:48:39.273Z,,,,1,VA,2235.35900002384,completion,,,,19072.80000001192,19067.600000023842,16815.574,16832.19999998808,16832.241,19082.286,,white
,Frame,canvas.Frame,3_1,2022-03-01T09:48:39.273Z,,,,1,VA,2240.6589999761563,,,,,19073.100000023842,19072.899999976158,16815.574,16831.19999998808,16832.241,19082.286,,white
,Fixation,canvas.Screen,3_2_0_0,2022-03-01T09:48:41.685Z,,,,1,VA,2416.715,timeout,,,,21485,21482.334,19065.619,19074.5,19082.286,21499.001,,white
,Stimulus,canvas.Screen,3_2_0_1,2022-03-01T09:48:41.785Z,,,,1,VA,100.00200000000041,timeout,,,,21584.69999998808,21582.336,21482.334,21485.19999998808,21499.001,21599.003,,white
,Reaction,canvas.Screen,3_2_0_2,2022-03-01T09:48:41.985Z,,,,1,VA,181.4969999999994,response,,stim_detected,keydown(Space),21785.5,21780.5,21582.336,21584.899999976158,21599.003,21799.007,,white
,Trial,flow.Sequence,3_2_0,2022-03-01T09:48:41.986Z,,,,1,VA,2698.214,completion,,,,21785.899999976158,21780.5,19065.619,19074.399999976158,19082.286,21799.007,,white
,Frame,canvas.Frame,3_2,2022-03-01T09:48:41.986Z,,,,1,VA,2703.714,,,,,21786.19999998808,21786,19065.619,19073.19999998808,19082.286,21799.007,,white
,Fixation,canvas.Screen,3_3_0_0,2022-03-01T09:48:43.918Z,,,,0,V,1933.3719999999994,timeout,,,,23717.899999976158,23715.712,21782.34,21787.399999976158,21799.007,23732.379,,white
,Stimulus,canvas.Screen,3_3_0_1,2022-03-01T09:48:44.017Z,,,,0,V,100.00200000000041,timeout,,,,23817.30000001192,23815.714,23715.712,23718.100000023842,23732.379,23832.381,,white
,Reaction,canvas.Screen,3_3_0_2,2022-03-01T09:48:44.271Z,,,,0,V,234.01899997615692,response,,stim_detected,keydown(Space),24071,24066.399999976158,23815.714,23817.5,23832.381,24082.386,,white
,Trial,flow.Sequence,3_3_0,2022-03-01T09:48:44.271Z,,,,0,V,2267.3929999761567,completion,,,,24071.30000001192,24066.399999976158,21782.34,21787.30000001192,21799.007,24082.386,,white
,Frame,canvas.Frame,3_3,2022-03-01T09:48:44.271Z,,,,0,V,2272.3929999761567,,,,,24071.5,24071.399999976158,21782.34,21786.30000001192,21799.007,24082.386,,white
,Fixation,canvas.Screen,3_4_0_0,2022-03-01T09:48:45.901Z,,,,0,V,1633.3660000000018,timeout,,,,25701.19999998808,25699.085,24065.719,24072.899999976158,24082.386,25715.752,,white
,Stimulus,canvas.Screen,3_4_0_1,2022-03-01T09:48:46.001Z,,,,0,V,100.00200000000041,timeout,,,,25801.5,25799.087,25699.085,25701.399999976158,25715.752,25815.754,,white
,Reaction,canvas.Screen,3_4_0_2,2022-03-01T09:48:46.218Z,,,,0,V,197.44599998807826,response,,stim_detected,keydown(Space),26017.69999998808,26013.19999998808,25799.087,25801.80000001192,25815.754,26032.425,,white
,Trial,flow.Sequence,3_4_0,2022-03-01T09:48:46.218Z,,,,0,V,1930.8139999880805,completion,,,,26018,26013.19999998808,24065.719,24072.69999998808,24082.386,26032.425,,white
,Frame,canvas.Frame,3_4,2022-03-01T09:48:46.218Z,,,,0,V,1935.6140000000014,,,,,26018.399999976158,26018,24065.719,24071.69999998808,24082.386,26032.425,,white
