id,sender,sender_type,sender_id,timestamp,meta,,age,aud,condition,duration,ended_on,gender,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url,vis
Eli Cash,Hello,html.Page,0,2022-03-01T09:42:11.652Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36"",""platform"":""MacIntel"",""language"":""de-DE"",""locale"":""de"",""timeZone"":""Europe/Berlin"",""timezoneOffset"":-60,""screen_width"":1440,""screen_height"":900,""scroll_width"":1440,""scroll_height"":708,""window_innerWidth"":1440,""window_innerHeight"":756,""devicePixelRatio"":1}",,31,,,7671.144999976158,form submission,no_ans,,,8747.099999964237,8746.399999976158,1041.921,997.8000000119209,1075.255,8742.075,{},
,Instructions,html.Page,1,2022-03-01T09:42:13.018Z,,,,,,1371.2250000119202,form submission,,,,10114,10113.300000011921,8725.408,8747.5,8742.075,10125.436,,
,Change Background,canvas.Screen,2,2022-03-01T09:42:16.016Z,,,,,,3000.0599999999995,timeout,,,,13111.199999988079,13108.829,10108.769,10114.199999988079,10125.436,13125.496,,
,Fixation,canvas.Screen,3_0_0_0,2022-03-01T09:42:17.950Z,,,,1,VA,1933.3720000000012,timeout,,,,15045.099999964237,15042.201,13108.829,13112.699999988079,13125.496,15058.868,,white
,Stimulus,canvas.Screen,3_0_0_1,2022-03-01T09:42:18.049Z,,,,1,VA,100.00200000000041,timeout,,,,15144.599999964237,15142.203,15042.201,15045.399999976158,15058.868,15158.87,,white
,Reaction,canvas.Screen,3_0_0_2,2022-03-01T09:42:18.306Z,,,,1,VA,236.6299999999992,response,,stim_detected,keydown(Space),15401.099999964237,15395.5,15142.203,15144.800000011921,15158.87,15408.875,,white
,Trial,flow.Sequence,3_0_0,2022-03-01T09:42:18.306Z,,,,1,VA,2270.004000000001,completion,,,,15401.5,15395.5,13108.829,13112.599999964237,13125.496,15408.875,,white
,Frame,canvas.Frame,3_0,2022-03-01T09:42:18.307Z,,,,1,VA,2276.403999976159,,,,,15402.099999964237,15401.899999976158,13108.829,13111.5,13125.496,15408.875,,white
,Fixation,canvas.Screen,3_1_0_0,2022-03-01T09:42:20.031Z,,,,0,V,1733.3679999999986,timeout,,,,17126.80000001192,17125.576,15392.208,15403.300000011921,15408.875,17142.243,,white
,Stimulus,canvas.Screen,3_1_0_1,2022-03-01T09:42:20.133Z,,,,0,V,100.00200000000041,timeout,,,,17228.19999998808,17225.578,17125.576,17127.30000001192,17142.243,17242.245,,white
,Reaction,canvas.Screen,3_1_0_2,2022-03-01T09:42:20.381Z,,,,0,V,229.15499997615916,response,,stim_detected,keydown(Space),17476.399999976158,17471.399999976158,17225.578,17228.5,17242.245,17492.25,,white
,Trial,flow.Sequence,3_1_0,2022-03-01T09:42:20.382Z,,,,0,V,2062.524999976158,completion,,,,17477.19999998808,17471.399999976158,15392.208,15403.199999988079,15408.875,17492.25,,white
,Frame,canvas.Frame,3_1,2022-03-01T09:42:20.382Z,,,,0,V,2068.324999988079,,,,,17477.5,17477.19999998808,15392.208,15402.300000011921,15408.875,17492.25,,white
,Fixation,canvas.Screen,3_2_0_0,2022-03-01T09:42:22.800Z,,,,1,VA,2416.715,timeout,,,,19895.099999964237,19892.298,17475.583,17478.69999998808,17492.25,19908.965,,white
,Stimulus,canvas.Screen,3_2_0_1,2022-03-01T09:42:22.899Z,,,,1,VA,100.00200000000041,timeout,,,,19994.399999976158,19992.3,19892.298,19895.30000001192,19908.965,20008.967,,white
,Reaction,canvas.Screen,3_2_0_2,2022-03-01T09:42:23.077Z,,,,1,VA,158.23299998807852,response,,stim_detected,keydown(Space),20171.80000001192,20167.19999998808,19992.3,19994.599999964237,20008.967,20175.637,,white
,Trial,flow.Sequence,3_2_0,2022-03-01T09:42:23.077Z,,,,1,VA,2674.949999988079,completion,,,,20172.19999998808,20167.19999998808,17475.583,17478.599999964237,17492.25,20175.637,,white
,Frame,canvas.Frame,3_2,2022-03-01T09:42:23.077Z,,,,1,VA,2680.050000011921,,,,,20172.399999976158,20172.30000001192,17475.583,17477.599999964237,17492.25,20175.637,,white
,Fixation,canvas.Screen,3_3_0_0,2022-03-01T09:42:25.250Z,,,,1,VA,2183.3770000000004,timeout,,,,22345.30000001192,22342.347,20158.97,20173.69999998808,20175.637,22359.014,,white
,Stimulus,canvas.Screen,3_3_0_1,2022-03-01T09:42:25.349Z,,,,1,VA,100.00200000000041,timeout,,,,22443.69999998808,22442.349,22342.347,22345.5,22359.014,22459.016,,white
,Reaction,canvas.Screen,3_3_0_2,2022-03-01T09:42:25.533Z,,,,1,VA,164.18399998807945,response,,stim_detected,keydown(Space),22627.899999976158,22623.19999998808,22442.349,22443.80000001192,22459.016,22642.353,,white
,Trial,flow.Sequence,3_3_0,2022-03-01T09:42:25.533Z,,,,1,VA,2447.5629999880803,completion,,,,22628.19999998808,22623.19999998808,20158.97,20173.599999964237,20175.637,22642.353,,white
,Frame,canvas.Frame,3_3,2022-03-01T09:42:25.533Z,,,,1,VA,2452.663000011922,,,,,22628.399999976158,22628.30000001192,20158.97,20172.5,20175.637,22642.353,,white
,Fixation,canvas.Screen,3_4_0_0,2022-03-01T09:42:27.383Z,,,,1,A,1850.0370000000003,timeout,,,,24478.599999964237,24475.723,22625.686,22629.599999964237,22642.353,24492.39,,grey
,Stimulus,canvas.Screen,3_4_0_1,2022-03-01T09:42:27.483Z,,,,1,A,100.00200000000041,timeout,,,,24578.30000001192,24575.725,24475.723,24478.69999998808,24492.39,24592.392,,grey
