id,sender,sender_type,sender_id,timestamp,meta,,age,aud,condition,duration,ended_on,gender,time_commit,time_end,time_render,time_run,time_show,time_switch,url,vis
,Reaction,canvas.Screen,3_69_0_2,2022-03-01T10:40:43.749Z,,,,0,V,1500.030000000028,timeout,,266122.1999999881,266119.363,264619.333,264622.10000002384,264636,266136.03,,white
,Trial,flow.Sequence,3_69_0,2022-03-01T10:40:43.749Z,,,,0,V,3316.7330000000075,completion,,266122.60000002384,266119.363,262785.963,262772.39999997616,262802.63,266136.03,,white
,Frame,canvas.Frame,3_69,2022-03-01T10:40:43.749Z,,,,0,V,3320.1700000119163,,,266122.8000000119,266122.8000000119,262785.963,262771.60000002384,262802.63,266152.697,,white
,Fixation,canvas.Screen,3_70_0_0,2022-03-01T10:40:46.148Z,,,,0,V,2383.380999999994,timeout,,268521.39999997616,268519.411,266136.03,266123.6999999881,266152.697,268536.078,,white
,Stimulus,canvas.Screen,3_70_0_1,2022-03-01T10:40:46.248Z,,,,0,V,100.00200000003679,timeout,,268621.3000000119,268619.413,268519.411,268521.60000002384,268536.078,268636.08,,white
,Reaction,canvas.Screen,3_70_0_2,2022-03-01T10:40:47.748Z,,,,0,V,1500.0299999999697,timeout,,270121.3000000119,270119.443,268619.413,268621.5,268636.08,270136.11,,white
,Trial,flow.Sequence,3_70_0,2022-03-01T10:40:47.748Z,,,,0,V,3966.746000000043,completion,,270121.60000002384,270119.443,266136.03,266123.6999999881,266152.697,270136.11,,white
,Frame,canvas.Frame,3_70,2022-03-01T10:40:47.748Z,,,,0,V,3969.0029999880935,,,270121.8000000119,270121.6999999881,266136.03,266122.89999997616,266152.697,270152.777,,white
,Fixation,canvas.Screen,3_71_0_0,2022-03-01T10:40:49.631Z,,,,1,VA,1866.704000000027,timeout,,272005,272002.814,270136.11,270122.8000000119,270152.777,272019.481,,white
,Stimulus,canvas.Screen,3_71_0_1,2022-03-01T10:40:49.731Z,,,,1,VA,100.00199999997858,timeout,,272104.89999997616,272102.816,272002.814,272005.1999999881,272019.481,272119.483,,white
,Reaction,canvas.Screen,3_71_0_2,2022-03-01T10:40:51.231Z,,,,1,VA,1500.0299999999697,timeout,,273604.6999999881,273602.846,272102.816,272105.10000002384,272119.483,273619.513,,white
,Trial,flow.Sequence,3_71_0,2022-03-01T10:40:51.232Z,,,,1,VA,3450.0690000000177,completion,,273605,273602.846,270136.11,270122.6999999881,270152.777,273619.513,,white
,Frame,canvas.Frame,3_71,2022-03-01T10:40:51.232Z,,,,1,VA,3452.32300002384,,,273605.3000000119,273605.10000002384,270136.11,270121.89999997616,270152.777,273636.18,,white
,Fixation,canvas.Screen,3_72_0_0,2022-03-01T10:40:52.772Z,,,,1,VA,1516.6969999999856,timeout,,275145.3000000119,275136.21,273619.513,273606.10000002384,273636.18,275152.877,,white
,Stimulus,canvas.Screen,3_72_0_1,2022-03-01T10:40:52.867Z,,,,1,VA,100.00200000003679,timeout,,275240.1999999881,275236.212,275136.21,275145.5,275152.877,275252.879,,white
,Reaction,canvas.Screen,3_72_0_2,2022-03-01T10:40:54.366Z,,,,1,VA,1500.0299999999697,timeout,,276739,276736.242,275236.212,275240.3000000119,275252.879,276752.909,,white
,Trial,flow.Sequence,3_72_0,2022-03-01T10:40:54.366Z,,,,1,VA,3100.0620000000345,completion,,276739.1999999881,276736.242,273619.513,273606.10000002384,273636.18,276752.909,,white
,Frame,canvas.Frame,3_72,2022-03-01T10:40:54.366Z,,,,1,VA,3103.019999988086,,,276739.1999999881,276739.1999999881,273619.513,273605.3000000119,273636.18,276786.243,,white
,Fixation,canvas.Screen,3_73_0_0,2022-03-01T10:40:56.058Z,,,,0,V,1650.0329999999958,timeout,,278431,278419.609,276752.909,276739.89999997616,276786.243,278436.276,,white
,Stimulus,canvas.Screen,3_73_0_1,2022-03-01T10:40:56.147Z,,,,0,V,100.00199999997858,timeout,,278520.1999999881,278519.611,278419.609,278431.10000002384,278436.276,278536.278,,white
,Reaction,canvas.Screen,3_73_0_2,2022-03-01T10:40:57.649Z,,,,0,V,1500.030000000028,timeout,,280022.1999999881,280019.641,278519.611,278520.1999999881,278536.278,280036.308,,white
,Trial,flow.Sequence,3_73_0,2022-03-01T10:40:57.649Z,,,,0,V,3233.3979999999865,completion,,280022.5,280019.641,276752.909,276739.8000000119,276786.243,280036.308,,white
,Frame,canvas.Frame,3_73,2022-03-01T10:40:57.649Z,,,,0,V,3236.357000023825,,,280022.6999999881,280022.60000002384,276752.909,276739.3000000119,276786.243,280052.975,,white
,Fixation,canvas.Screen,3_74_0_0,2022-03-01T10:40:59.331Z,,,,1,A,1666.7000000000116,timeout,,281704.6999999881,281703.008,280036.308,280023.8000000119,280052.975,281719.675,,grey
,Stimulus,canvas.Screen,3_74_0_1,2022-03-01T10:40:59.431Z,,,,1,A,100.00200000003679,timeout,,281804.5,281803.01,281703.008,281704.8000000119,281719.675,281819.677,,grey
,Reaction,canvas.Screen,3_74_0_2,2022-03-01T10:41:00.931Z,,,,1,A,1500.0299999999697,timeout,,283304.5,283303.04,281803.01,281805.89999997616,281819.677,283319.707,,grey
,Trial,flow.Sequence,3_74_0,2022-03-01T10:41:00.931Z,,,,1,A,3250.0650000000023,completion,,283304.6999999881,283303.04,280036.308,280023.8000000119,280052.975,283319.707,,grey
,Frame,canvas.Frame,3_74,2022-03-01T10:41:00.932Z,,,,1,A,3251.7249999881024,,,283304.8000000119,283304.6999999881,280036.308,280022.89999997616,280052.975,283336.374,,grey
,Fixation,canvas.Screen,3_75_0_0,2022-03-01T10:41:03.215Z,,,,1,A,2266.7119999999995,timeout,,285588.5,285586.419,283319.707,283305.89999997616,283336.374,285603.086,,grey
,Stimulus,canvas.Screen,3_75_0_1,2022-03-01T10:41:03.315Z,,,,1,A,100.00199999997858,timeout,,285688.1999999881,285686.421,285586.419,285588.89999997616,285603.086,285703.088,,grey
,Reaction,canvas.Screen,3_75_0_2,2022-03-01T10:41:04.814Z,,,,1,A,1500.030000000028,timeout,,287187.10000002384,287186.451,285686.421,285688.3000000119,285703.088,287203.118,,grey
,Trial,flow.Sequence,3_75_0,2022-03-01T10:41:04.814Z,,,,1,A,3850.07699999999,completion,,287187.3000000119,287186.451,283319.707,283305.8000000119,283336.374,287203.118,,grey
,Frame,canvas.Frame,3_75,2022-03-01T10:41:04.814Z,,,,1,A,3851.0259999761474,,,287187.39999997616,287187.39999997616,283319.707,283304.89999997616,283336.374,287219.785,,grey
,Fixation,canvas.Screen,3_76_0_0,2022-03-01T10:41:06.748Z,,,,1,VA,1916.7050000000163,timeout,,289120.89999997616,289119.823,287203.118,287188,287219.785,289136.49,,white
,Stimulus,canvas.Screen,3_76_0_1,2022-03-01T10:41:06.848Z,,,,1,VA,100.00200000003679,timeout,,289221.39999997616,289219.825,289119.823,289121.10000002384,289136.49,289236.492,,white
,Reaction,canvas.Screen,3_76_0_2,2022-03-01T10:41:08.352Z,,,,1,VA,1500.0299999999697,timeout,,290724.89999997616,290719.855,289219.825,289221.60000002384,289236.492,290736.522,,white
,Trial,flow.Sequence,3_76_0,2022-03-01T10:41:08.352Z,,,,1,VA,3500.070000000007,completion,,290725,290719.855,287203.118,287188,287219.785,290736.522,,white
,Frame,canvas.Frame,3_76,2022-03-01T10:41:08.352Z,,,,1,VA,3505.3150000238675,,,290725.10000002384,290725.10000002384,287203.118,287187.5,287219.785,290753.189,,white
,Fixation,canvas.Screen,3_77_0_0,2022-03-01T10:41:10.599Z,,,,1,A,2233.377999999968,timeout,,292971.89999997616,292969.9,290736.522,290725.8000000119,290753.189,292986.567,,grey
,Stimulus,canvas.Screen,3_77_0_1,2022-03-01T10:41:10.699Z,,,,1,A,100.00200000003679,timeout,,293072.3000000119,293069.902,292969.9,292972.10000002384,292986.567,293086.569,,grey
,Reaction,canvas.Screen,3_77_0_2,2022-03-01T10:41:12.198Z,,,,1,A,1500.0299999999697,timeout,,294571,294569.932,293069.902,293072.5,293086.569,294586.599,,grey
,Trial,flow.Sequence,3_77_0,2022-03-01T10:41:12.198Z,,,,1,A,3816.7429999999586,completion,,294571.39999997616,294569.932,290736.522,290725.6999999881,290753.189,294586.599,,grey
,Frame,canvas.Frame,3_77,2022-03-01T10:41:12.199Z,,,,1,A,3818.210999976145,,,294571.5,294571.39999997616,290736.522,290725.1999999881,290753.189,294603.266,,grey
,Fixation,canvas.Screen,3_78_0_0,2022-03-01T10:41:13.733Z,,,,1,A,1516.6969999999856,timeout,,296105.8000000119,296103.296,294586.599,294572.10000002384,294603.266,296119.963,,grey
,Stimulus,canvas.Screen,3_78_0_1,2022-03-01T10:41:13.833Z,,,,1,A,100.00200000003679,timeout,,296205.8000000119,296203.298,296103.296,296105.89999997616,296119.963,296219.965,,grey
,Reaction,canvas.Screen,3_78_0_2,2022-03-01T10:41:15.333Z,,,,1,A,1500.0299999999697,timeout,,297705.60000002384,297703.328,296203.298,296206,296219.965,297719.995,,grey
,Trial,flow.Sequence,3_78_0,2022-03-01T10:41:15.333Z,,,,1,A,3100.0619999999763,completion,,297705.89999997616,297703.328,294586.599,294572.10000002384,294603.266,297719.995,,grey
,Frame,canvas.Frame,3_78,2022-03-01T10:41:15.333Z,,,,1,A,3102.633999976155,,,297706,297705.89999997616,294586.599,294571.60000002384,294603.266,297736.662,,grey
,Fixation,canvas.Screen,3_79_0_0,2022-03-01T10:41:17.066Z,,,,1,VA,1716.701000000001,timeout,,299439,299436.696,297719.995,297707,297736.662,299453.363,,white
,Stimulus,canvas.Screen,3_79_0_1,2022-03-01T10:41:17.166Z,,,,1,VA,100.00199999997858,timeout,,299539,299536.698,299436.696,299439.1999999881,299453.363,299553.365,,white
,Reaction,canvas.Screen,3_79_0_2,2022-03-01T10:41:18.666Z,,,,1,VA,1500.030000000028,timeout,,301038.8000000119,301036.728,299536.698,299539.5,299553.365,301053.395,,white
,Trial,flow.Sequence,3_79_0,2022-03-01T10:41:18.666Z,,,,1,VA,3300.0659999999916,completion,,301039,301036.728,297719.995,297706.89999997616,297736.662,301053.395,,white
,Frame,canvas.Frame,3_79,2022-03-01T10:41:18.666Z,,,,1,VA,3302.4380000238307,,,301039.3000000119,301039.10000002384,297719.995,297706.10000002384,297736.662,301070.062,,white
,Fixation,canvas.Screen,3_80_0_0,2022-03-01T10:41:21.099Z,,,,0,V,2416.7150000000256,timeout,,303472,303470.11,301053.395,301040.10000002384,301070.062,303486.777,,white
,Stimulus,canvas.Screen,3_80_0_1,2022-03-01T10:41:21.201Z,,,,0,V,100.00199999997858,timeout,,303573.60000002384,303570.112,303470.11,303472.1999999881,303486.777,303586.779,,white
,Reaction,canvas.Screen,3_80_0_2,2022-03-01T10:41:22.700Z,,,,0,V,1500.030000000028,timeout,,305072.1999999881,305070.142,303570.112,303574.5,303586.779,305086.809,,white
,Trial,flow.Sequence,3_80_0,2022-03-01T10:41:22.700Z,,,,0,V,4000.0800000000163,completion,,305072.60000002384,305070.142,301053.395,301040.10000002384,301070.062,305086.809,,white
,Frame,canvas.Frame,3_80,2022-03-01T10:41:22.700Z,,,,0,V,4002.5380000238656,,,305072.6999999881,305072.60000002384,301053.395,301039.3000000119,301070.062,305103.476,,white
,Fixation,canvas.Screen,3_81_0_0,2022-03-01T10:41:25.048Z,,,,1,VA,2333.3800000000047,timeout,,307420.89999997616,307420.189,305086.809,305073.60000002384,305103.476,307436.856,,white
,Stimulus,canvas.Screen,3_81_0_1,2022-03-01T10:41:25.154Z,,,,1,VA,100.00199999997858,timeout,,307526.1999999881,307520.191,307420.189,307421.10000002384,307436.856,307536.858,,white
,Reaction,canvas.Screen,3_81_0_2,2022-03-01T10:41:26.650Z,,,,1,VA,1500.0299999999697,timeout,,309022.3000000119,309020.221,307520.191,307526.39999997616,307536.858,309036.888,,white
,Trial,flow.Sequence,3_81_0,2022-03-01T10:41:26.650Z,,,,1,VA,3916.7449999999953,completion,,309022.5,309020.221,305086.809,305073.5,305103.476,309036.888,,white
,Frame,canvas.Frame,3_81,2022-03-01T10:41:26.650Z,,,,1,VA,3919.1240000238176,,,309022.8000000119,309022.60000002384,305086.809,305072.8000000119,305103.476,309053.555,,white
,Fixation,canvas.Screen,3_82_0_0,2022-03-01T10:41:28.534Z,,,,1,A,1866.704000000027,timeout,,310906.3000000119,310903.592,309036.888,309023.6999999881,309053.555,310920.259,,grey
,Stimulus,canvas.Screen,3_82_0_1,2022-03-01T10:41:28.634Z,,,,1,A,100.00199999997858,timeout,,311006.10000002384,311003.594,310903.592,310906.39999997616,310920.259,311020.261,,grey
,Reaction,canvas.Screen,3_82_0_2,2022-03-01T10:41:30.133Z,,,,1,A,1500.030000000028,timeout,,312505.10000002384,312503.624,311003.594,311006.3000000119,311020.261,312520.291,,grey
,Trial,flow.Sequence,3_82_0,2022-03-01T10:41:30.133Z,,,,1,A,3450.0690000000177,completion,,312505.39999997616,312503.624,309036.888,309023.6999999881,309053.555,312520.291,,grey
,Frame,canvas.Frame,3_82,2022-03-01T10:41:30.133Z,,,,1,A,3451.844999976165,,,312505.39999997616,312505.39999997616,309036.888,309022.8000000119,309053.555,312536.958,,grey
,Fixation,canvas.Screen,3_83_0_0,2022-03-01T10:41:32.034Z,,,,0,V,1883.3710000000428,timeout,,314406,314403.662,312520.291,312506.1999999881,312536.958,314420.329,,white
,Stimulus,canvas.Screen,3_83_0_1,2022-03-01T10:41:32.133Z,,,,0,V,100.00199999997858,timeout,,314505.1999999881,314503.664,314403.662,314406.39999997616,314420.329,314520.331,,white
,Reaction,canvas.Screen,3_83_0_2,2022-03-01T10:41:33.635Z,,,,0,V,1500.0299999999697,timeout,,316006.89999997616,316003.694,314503.664,314505.39999997616,314520.331,316020.361,,white
,Trial,flow.Sequence,3_83_0,2022-03-01T10:41:33.635Z,,,,0,V,3466.7360000000335,completion,,316007.1999999881,316003.694,312520.291,312506.10000002384,312536.958,316020.361,,white
,Frame,canvas.Frame,3_83,2022-03-01T10:41:33.635Z,,,,0,V,3470.3420000119368,,,316007.39999997616,316007.3000000119,312520.291,312505.5,312536.958,316037.028,,white
,Fixation,canvas.Screen,3_84_0_0,2022-03-01T10:41:35.417Z,,,,0,V,1766.7019999999902,timeout,,317789.3000000119,317787.063,316020.361,316009.3000000119,316037.028,317803.73,,white
,Stimulus,canvas.Screen,3_84_0_1,2022-03-01T10:41:35.518Z,,,,0,V,100.00200000003679,timeout,,317889.89999997616,317887.065,317787.063,317789.39999997616,317803.73,317903.732,,white
,Reaction,canvas.Screen,3_84_0_2,2022-03-01T10:41:37.017Z,,,,0,V,1500.0299999999697,timeout,,319389.5,319387.095,317887.065,317890.10000002384,317903.732,319403.762,,white
,Trial,flow.Sequence,3_84_0,2022-03-01T10:41:37.018Z,,,,0,V,3350.066999999981,completion,,319390.39999997616,319387.095,316020.361,316009.1999999881,316037.028,319403.762,,white
,Frame,canvas.Frame,3_84,2022-03-01T10:41:37.018Z,,,,0,V,3353.5720000238507,,,319390.60000002384,319390.60000002384,316020.361,316007.5,316037.028,319420.429,,white
,Fixation,canvas.Screen,3_85_0_0,2022-03-01T10:41:39.218Z,,,,0,V,2183.3769999999786,timeout,,321589.8000000119,321587.139,319403.762,319391.39999997616,319420.429,321603.806,,white
,Stimulus,canvas.Screen,3_85_0_1,2022-03-01T10:41:39.318Z,,,,0,V,100.00200000003679,timeout,,321689.8000000119,321687.141,321587.139,321589.89999997616,321603.806,321703.808,,white
,Reaction,canvas.Screen,3_85_0_2,2022-03-01T10:41:40.817Z,,,,0,V,1500.0299999999697,timeout,,323189.5,323187.171,321687.141,321690,321703.808,323203.838,,white
,Trial,flow.Sequence,3_85_0,2022-03-01T10:41:40.818Z,,,,0,V,3766.7419999999693,completion,,323189.89999997616,323187.171,319403.762,319391.39999997616,319420.429,323203.838,,white
,Frame,canvas.Frame,3_85,2022-03-01T10:41:40.818Z,,,,0,V,3769.5709999999963,,,323190,323190,319403.762,319390.6999999881,319420.429,323220.505,,white
,Fixation,canvas.Screen,3_86_0_0,2022-03-01T10:41:42.417Z,,,,1,VA,1583.3649999999907,timeout,,324789.1999999881,324787.203,323203.838,323191.10000002384,323220.505,324803.87,,white
,Stimulus,canvas.Screen,3_86_0_1,2022-03-01T10:41:42.517Z,,,,1,VA,100.00199999997858,timeout,,324889.3000000119,324887.205,324787.203,324789.3000000119,324803.87,324903.872,,white
,Reaction,canvas.Screen,3_86_0_2,2022-03-01T10:41:44.017Z,,,,1,VA,1500.030000000028,timeout,,326389.10000002384,326387.235,324887.205,324889.5,324903.872,326403.902,,white
,Trial,flow.Sequence,3_86_0,2022-03-01T10:41:44.017Z,,,,1,VA,3166.7299999999814,completion,,326389.3000000119,326387.235,323203.838,323191,323220.505,326403.902,,white
,Frame,canvas.Frame,3_86,2022-03-01T10:41:44.017Z,,,,1,VA,3168.8949999761535,,,326389.5,326389.39999997616,323203.838,323190.1999999881,323220.505,326420.569,,white
,Fixation,canvas.Screen,3_87_0_0,2022-03-01T10:41:45.618Z,,,,0,V,1583.3649999999907,timeout,,327990.10000002384,327987.267,326403.902,326390.3000000119,326420.569,328003.934,,white
,Stimulus,canvas.Screen,3_87_0_1,2022-03-01T10:41:45.717Z,,,,0,V,100.00199999997858,timeout,,328089,328087.269,327987.267,327990.39999997616,328003.934,328103.936,,white
,Reaction,canvas.Screen,3_87_0_2,2022-03-01T10:41:47.218Z,,,,0,V,1500.030000000028,timeout,,329589.89999997616,329587.299,328087.269,328089.1999999881,328103.936,329603.966,,white
,Trial,flow.Sequence,3_87_0,2022-03-01T10:41:47.218Z,,,,0,V,3166.7299999999814,completion,,329590.1999999881,329587.299,326403.902,326390.3000000119,326420.569,329603.966,,white
,Frame,canvas.Frame,3_87,2022-03-01T10:41:47.218Z,,,,0,V,3169.7310000119032,,,329590.3000000119,329590.3000000119,326403.902,326389.60000002384,326420.569,329620.633,,white
,Fixation,canvas.Screen,3_88_0_0,2022-03-01T10:41:48.868Z,,,,0,V,1650.033000000054,timeout,,331240.3000000119,331237.332,329603.966,329591.5,329620.633,331270.666,,white
,Stimulus,canvas.Screen,3_88_0_1,2022-03-01T10:41:48.985Z,,,,0,V,100.00199999997858,timeout,,331356.5,331354.001,331237.332,331240.60000002384,331270.666,331370.668,,white
,Reaction,canvas.Screen,3_88_0_2,2022-03-01T10:41:50.485Z,,,,0,V,1500.0299999999697,timeout,,332856.6999999881,332854.031,331354.001,331356.8000000119,331370.668,332870.698,,white
,Trial,flow.Sequence,3_88_0,2022-03-01T10:41:50.485Z,,,,0,V,3233.3980000000447,completion,,332857,332854.031,329603.966,329591.39999997616,329620.633,332870.698,,white
,Frame,canvas.Frame,3_88,2022-03-01T10:41:50.485Z,,,,0,V,3236.4670000238693,,,332857.1999999881,332857.10000002384,329603.966,329590.5,329620.633,332887.365,,white
,Fixation,canvas.Screen,3_89_0_0,2022-03-01T10:41:52.184Z,,,,0,V,1683.3670000000275,timeout,,334555.6999999881,334554.065,332870.698,332858.1999999881,332887.365,334570.732,,white
,Stimulus,canvas.Screen,3_89_0_1,2022-03-01T10:41:52.285Z,,,,0,V,100.00199999997858,timeout,,334656.6999999881,334654.067,334554.065,334555.89999997616,334570.732,334670.734,,white
,Reaction,canvas.Screen,3_89_0_2,2022-03-01T10:41:53.784Z,,,,0,V,1500.030000000028,timeout,,336155.89999997616,336154.097,334654.067,334656.8000000119,334670.734,336170.764,,white
,Trial,flow.Sequence,3_89_0,2022-03-01T10:41:53.784Z,,,,0,V,3266.732000000018,completion,,336156.10000002384,336154.097,332870.698,332858.1999999881,332887.365,336170.764,,white
,Frame,canvas.Frame,3_89,2022-03-01T10:41:53.784Z,,,,0,V,3268.8349999880884,,,336156.3000000119,336156.1999999881,332870.698,332857.3000000119,332887.365,336187.431,,white
,Fixation,canvas.Screen,3_90_0_0,2022-03-01T10:41:56.183Z,,,,1,VA,2383.380999999994,timeout,,338555.1999999881,338554.145,336170.764,336157.10000002384,336187.431,338570.812,,white
,Stimulus,canvas.Screen,3_90_0_1,2022-03-01T10:41:56.284Z,,,,1,VA,100.00200000003679,timeout,,338656.10000002384,338654.147,338554.145,338555.39999997616,338570.812,338670.814,,white
,Reaction,canvas.Screen,3_90_0_2,2022-03-01T10:41:57.784Z,,,,1,VA,1500.0299999999697,timeout,,340155.5,340154.177,338654.147,338656.3000000119,338670.814,340170.844,,white
,Trial,flow.Sequence,3_90_0,2022-03-01T10:41:57.784Z,,,,1,VA,3966.746000000043,completion,,340155.6999999881,340154.177,336170.764,336157,336187.431,340170.844,,white
,Frame,canvas.Frame,3_90,2022-03-01T10:41:57.784Z,,,,1,VA,3968.3690000119386,,,340156,340155.8000000119,336170.764,336156.3000000119,336187.431,340187.511,,white
,Fixation,canvas.Screen,3_91_0_0,2022-03-01T10:42:00.168Z,,,,1,VA,2366.713999999978,timeout,,342539.6999999881,342537.558,340170.844,340156.8000000119,340187.511,342554.225,,white
,Stimulus,canvas.Screen,3_91_0_1,2022-03-01T10:42:00.269Z,,,,1,VA,100.00200000003679,timeout,,342640.89999997616,342637.56,342537.558,342539.8000000119,342554.225,342654.227,,white
,Reaction,canvas.Screen,3_91_0_2,2022-03-01T10:42:01.768Z,,,,1,VA,1500.0299999999697,timeout,,344139.60000002384,344137.59,342637.56,342641.6999999881,342654.227,344154.257,,white
,Trial,flow.Sequence,3_91_0,2022-03-01T10:42:01.768Z,,,,1,VA,3950.079000000027,completion,,344139.89999997616,344137.59,340170.844,340156.8000000119,340187.511,344154.257,,white
,Frame,canvas.Frame,3_91,2022-03-01T10:42:01.769Z,,,,1,VA,3952.4890000000014,,,344140.10000002384,344140,340170.844,340156,340187.511,344170.924,,white
,Fixation,canvas.Screen,3_92_0_0,2022-03-01T10:42:04.135Z,,,,1,VA,2350.0470000000205,timeout,,346506.6999999881,346504.304,344154.257,344141.10000002384,344170.924,346520.971,,white
,Stimulus,canvas.Screen,3_92_0_1,2022-03-01T10:42:04.235Z,,,,1,VA,100.00199999997858,timeout,,346606.1999999881,346604.306,346504.304,346506.89999997616,346520.971,346620.973,,white
,Reaction,canvas.Screen,3_92_0_2,2022-03-01T10:42:05.735Z,,,,1,VA,1500.030000000028,timeout,,348106.3000000119,348104.336,346604.306,346606.39999997616,346620.973,348121.003,,white
,Trial,flow.Sequence,3_92_0,2022-03-01T10:42:05.735Z,,,,1,VA,3933.412000000011,completion,,348106.60000002384,348104.336,344154.257,344141,344170.924,348121.003,,white
,Frame,canvas.Frame,3_92,2022-03-01T10:42:05.735Z,,,,1,VA,3935.77599998808,,,348106.6999999881,348106.6999999881,344154.257,344140.1999999881,344170.924,348137.67,,white
,Fixation,canvas.Screen,3_93_0_0,2022-03-01T10:42:08.185Z,,,,1,A,2433.3820000000414,timeout,,350556.10000002384,350554.385,348121.003,348107.6999999881,348137.67,350571.052,,grey
,Stimulus,canvas.Screen,3_93_0_1,2022-03-01T10:42:08.285Z,,,,1,A,100.00199999997858,timeout,,350656.60000002384,350654.387,350554.385,350556.3000000119,350571.052,350671.054,,grey
,Reaction,canvas.Screen,3_93_0_2,2022-03-01T10:42:09.784Z,,,,1,A,1500.0299999999697,timeout,,352155.60000002384,352154.417,350654.387,350656.8000000119,350671.054,352171.084,,grey
,Trial,flow.Sequence,3_93_0,2022-03-01T10:42:09.785Z,,,,1,A,4016.747000000032,completion,,352155.89999997616,352154.417,348121.003,348107.6999999881,348137.67,352171.084,,grey
,Frame,canvas.Frame,3_93,2022-03-01T10:42:09.785Z,,,,1,A,4018.3300000000163,,,352156.10000002384,352156,348121.003,348106.89999997616,348137.67,352187.751,,grey
,Fixation,canvas.Screen,3_94_0_0,2022-03-01T10:42:11.852Z,,,,1,A,2050.0410000000265,timeout,,354222.89999997616,354221.125,352171.084,352157,352187.751,354237.792,,grey
,Stimulus,canvas.Screen,3_94_0_1,2022-03-01T10:42:11.952Z,,,,1,A,100.00199999997858,timeout,,354323.39999997616,354321.127,354221.125,354223,354237.792,354337.794,,grey
,Reaction,canvas.Screen,3_94_0_2,2022-03-01T10:42:13.453Z,,,,1,A,1500.030000000028,timeout,,355823.8000000119,355821.157,354321.127,354323.5,354337.794,355837.824,,grey
,Trial,flow.Sequence,3_94_0,2022-03-01T10:42:13.453Z,,,,1,A,3633.4060000000172,completion,,355824.10000002384,355821.157,352171.084,352156.89999997616,352187.751,355837.824,,grey
,Frame,canvas.Frame,3_94,2022-03-01T10:42:13.453Z,,,,1,A,3636.44899998809,,,355824.3000000119,355824.1999999881,352171.084,352156.1999999881,352187.751,355854.491,,grey
,Fixation,canvas.Screen,3_95_0_0,2022-03-01T10:42:15.885Z,,,,1,VA,2416.7150000000256,timeout,,358256.5,358254.539,355837.824,355825.6999999881,355854.491,358271.206,,white
,Stimulus,canvas.Screen,3_95_0_1,2022-03-01T10:42:15.985Z,,,,1,VA,100.00199999997858,timeout,,358356,358354.541,358254.539,358256.6999999881,358271.206,358371.208,,white
,Reaction,canvas.Screen,3_95_0_2,2022-03-01T10:42:17.485Z,,,,1,VA,1500.030000000028,timeout,,359856,359854.571,358354.541,358356.3000000119,358371.208,359871.238,,white
,Trial,flow.Sequence,3_95_0,2022-03-01T10:42:17.485Z,,,,1,VA,4000.0800000000163,completion,,359856.39999997616,359854.571,355837.824,355825.60000002384,355854.491,359871.238,,white
,Frame,canvas.Frame,3_95,2022-03-01T10:42:17.485Z,,,,1,VA,4002.109000023862,,,359856.60000002384,359856.60000002384,355837.824,355824.5,355854.491,359887.905,,white
,Fixation,canvas.Screen,3_96_0_0,2022-03-01T10:42:19.219Z,,,,1,A,1716.701000000001,timeout,,361590.1999999881,361587.939,359871.238,359858,359887.905,361604.606,,grey
,Stimulus,canvas.Screen,3_96_0_1,2022-03-01T10:42:19.320Z,,,,1,A,100.00199999997858,timeout,,361690.60000002384,361687.941,361587.939,361590.3000000119,361604.606,361704.608,,grey
,Reaction,canvas.Screen,3_96_0_2,2022-03-01T10:42:20.818Z,,,,1,A,1500.0299999999697,timeout,,363188.89999997616,363187.971,361687.941,361690.89999997616,361704.608,363204.638,,grey
,Trial,flow.Sequence,3_96_0,2022-03-01T10:42:20.818Z,,,,1,A,3300.0659999999916,completion,,363189.1999999881,363187.971,359871.238,359857.89999997616,359887.905,363204.638,,grey
,Frame,canvas.Frame,3_96,2022-03-01T10:42:20.818Z,,,,1,A,3301.294999988051,,,363189.3000000119,363189.1999999881,359871.238,359856.6999999881,359887.905,363221.305,,grey
,Fixation,canvas.Screen,3_97_0_0,2022-03-01T10:42:22.403Z,,,,1,A,1566.698000000033,timeout,,364774.10000002384,364771.336,363204.638,363189.89999997616,363221.305,364788.003,,grey
,Stimulus,canvas.Screen,3_97_0_1,2022-03-01T10:42:22.502Z,,,,1,A,100.00199999997858,timeout,,364873.10000002384,364871.338,364771.336,364774.39999997616,364788.003,364888.005,,grey
,Reaction,canvas.Screen,3_97_0_2,2022-03-01T10:42:24.002Z,,,,1,A,1500.0299999999697,timeout,,366373,366371.368,364871.338,364873.1999999881,364888.005,366388.035,,grey
,Trial,flow.Sequence,3_97_0,2022-03-01T10:42:24.002Z,,,,1,A,3150.0630000000237,completion,,366373.39999997616,366371.368,363204.638,363189.8000000119,363221.305,366388.035,,grey
,Frame,canvas.Frame,3_97,2022-03-01T10:42:24.003Z,,,,1,A,3152.195000000007,,,366373.60000002384,366373.5,363204.638,363189.39999997616,363221.305,366404.702,,grey
,Fixation,canvas.Screen,3_98_0_0,2022-03-01T10:42:26.303Z,,,,0,V,2283.3790000000154,timeout,,368673.5,368671.414,366388.035,366375,366404.702,368688.081,,white
,Stimulus,canvas.Screen,3_98_0_1,2022-03-01T10:42:26.403Z,,,,0,V,100.00199999997858,timeout,,368774,368771.416,368671.414,368673.6999999881,368688.081,368788.083,,white
